SQLDATE,YEAR,MonthYear,Actor1Name,Actor1Type1Code,Actor2Name,Actor2Type1Code,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,SOURCEURL
20250102,2025,202501,MILITARY,MIL,,,42,42,4,1,1.9,10,1,10,1.09649122807017,4,"Allada, Benin (general), Benin",BN,BN00,6.66547,2.15138,https://icilome.com/2025/01/benin-patrice-talon-envoie-un-message-subtil-a-ses-voisins-de-laes/
20250102,2025,202501,CITIZEN,CVL,,,10,10,1,1,0.0,10,1,10,-2.96846011131725,1,Benin,BN,BN,9.5,2.25,https://visages-du-benin.com/benin-terrorisme-apres-les-compassions-et-soutien-aux-familles-endeuillees-de-kerou-le-gouvernement-sensibilise-materi/
20250102,2025,202501,CITIZEN,CVL,,,60,60,6,2,6.0,10,1,10,-2.96846011131725,1,Benin,BN,BN,9.5,2.25,https://visages-du-benin.com/benin-terrorisme-apres-les-compassions-et-soutien-aux-familles-endeuillees-de-kerou-le-gouvernement-sensibilise-materi/
20250102,2025,202501,BENIN,,,,43,43,4,1,2.8,10,1,10,0.0,1,Benin,BN,BN,9.5,2.25,https://lanouvelletribune.info/2025/01/visite-technique-au-benin-le-paiement-des-timbres-fiscaux-dematerialise-les-details/
20250102,2025,202501,AFRICA,,,,80,80,8,2,5.0,10,1,10,4.82456140350877,1,Benin,BN,BN,9.5,2.25,https://maliactu.net/le-ghana-ouvre-grand-ses-portes-a-lafrique-visa-gratuit-pour-tous/
20250102,2025,202501,CITIZEN,CVL,,,80,80,8,2,5.0,10,1,10,2.61437908496732,1,Benin,BN,BN,9.5,2.25,https://www.rewmi.com/politique-de-libre-circulation-le-ghana-a-leve-lexigence-de-visa-pour-les-africains/
20250102,2025,202501,DIPLOMAT,GOV,,,40,40,4,1,1.0,3,1,3,-7.89473684210526,1,Benin,BN,BN,9.5,2.25,https://thenationonlineng.net/benin-republic-summons-nigerien-envoy-over-terrorism-allegations/
20250102,2025,202501,JOURNALIST,MED,,,175,175,17,4,-9.0,2,1,2,-3.47826086956522,1,Benin,BN,BN,9.5,2.25,https://lequotidien.sn/niger-non-au-muselement-des-voix-critiques/
20250102,2025,202501,,,BENIN,,42,42,4,1,1.9,10,1,10,0.0,1,Benin,BN,BN,9.5,2.25,https://lanouvelletribune.info/2025/01/visite-technique-au-benin-le-paiement-des-timbres-fiscaux-dematerialise-les-details/
20250102,2025,202501,DIPLOMAT,GOV,BENIN,,40,40,4,1,1.0,4,1,4,-7.89473684210526,1,Benin,BN,BN,9.5,2.25,https://thenationonlineng.net/benin-republic-summons-nigerien-envoy-over-terrorism-allegations/
20250102,2025,202501,DIPLOMAT,GOV,BENINESE,GOV,40,40,4,1,1.0,3,1,3,-7.89473684210526,1,Benin,BN,BN,9.5,2.25,https://thenationonlineng.net/benin-republic-summons-nigerien-envoy-over-terrorism-allegations/
20250102,2025,202501,NIGERIEN,,BENIN,,43,43,4,1,2.8,2,1,2,-7.2463768115942,1,Benin,BN,BN,9.5,2.25,https://allafrica.com/stories/202501020149.html
20250102,2025,202501,NIGERIEN,,BENINESE,GOV,43,43,4,1,2.8,8,1,8,-7.2463768115942,1,Benin,BN,BN,9.5,2.25,https://allafrica.com/stories/202501020149.html
20250102,2025,202501,,,MILITARY,MIL,43,43,4,1,2.8,10,1,10,1.09649122807017,4,"Allada, Benin (general), Benin",BN,BN00,6.66547,2.15138,https://icilome.com/2025/01/benin-patrice-talon-envoie-un-message-subtil-a-ses-voisins-de-laes/
20250102,2025,202501,BENIN,,GAMBIA,,80,80,8,2,5.0,8,1,8,2.63157894736842,1,Benin,BN,BN,9.5,2.25,https://africapresse.com/ghana-visa-supprime-pour-tous-les-citoyens-africains-un-pas-vers-lunite-continentale/
20250102,2025,202501,BENINESE,,NIGERIEN,,114,114,11,3,-2.0,2,1,2,-7.2463768115942,1,Benin,BN,BN,9.5,2.25,https://allafrica.com/stories/202501020149.html
20250102,2025,202501,BENIN,,GAMBIA,,80,80,8,2,5.0,2,1,2,2.63157894736842,1,Benin,BN,BN,9.5,2.25,https://africapresse.com/ghana-visa-supprime-pour-tous-les-citoyens-africains-un-pas-vers-lunite-continentale/
20250103,2025,202501,BENIN,,,,163,163,16,4,-8.0,10,1,10,-2.99401197604791,1,Benin,BN,BN,9.5,2.25,https://www.dw.com/fr/benin-interdiction-poulet-importe-situation/a-71213582
20250103,2025,202501,BENIN,,,,51,51,5,1,3.4,10,1,10,6.72043010752688,1,Benin,BN,BN,9.5,2.25,https://lanouvelletribune.info/2025/01/festival-ikpade-fridaousse-iffabi-revele-la-culture-de-bassila-avec-laide-de-mtn-benin/
20250103,2025,202501,BENIN,,,,91,91,9,2,-2.0,1,1,1,-2.7710843373494,1,Benin,BN,BN,9.5,2.25,https://hallmarknews.com/osun-2026-timi-of-ede-opinion-moulders-urged-to-call-gov-adelekes-cos-to-order-over-provoking-utterances/
